itemId,title,genres,imdb_id,imdb_rating,imdb_votes,metascore,runtime,MPAA_rating,imdb_genres,director,actors,year
2627,Endurance,"Documentary, Drama",tt0120659,6.3,352,0,83,G,"Biography, Drama, Sport","Leslie Woodhead, Bud Greenspan","Haile Gebrselassie, Shawananness Gebrselassie, Yonas Zergaw, Tedesse Haile",1998
2628,Star Wars: Episode I - The Phantom Menace,"Action, Adventure, Fantasy, Sci-Fi",tt0120915,6.5,643199,51,136,PG,"Action, Adventure, Fantasy, Sci-Fi",George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd",1999
2629,"Love Letter, The","Comedy, Romance",tt0166252,5.4,3766,0,88,PG-13,"Comedy, Drama, Romance",Peter HoSun Chan,"Kate Capshaw, Blythe Danner, Ellen DeGeneres, Julianne Nicholson",1999
2630,Besieged (L' Assedio),Drama,tt0149723,7.0,4255,0,93,R,"Drama, Romance",Bernardo Bertolucci,"Thandie Newton, David Thewlis, Claudio Santamaria, John C Ojwang",1998
2631,Frogs for Snakes,"Comedy, Film-Noir, Thriller",tt0120680,4.3,290,0,108,R,"Comedy, Crime, Thriller",Amos Poe,"Jose Rafael Arango, Nicole Arlyn, David Cale, Nick Chinlund",1998
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie)",Drama,tt0059643,8.0,4147,0,182,,"Adventure, Comedy, Drama, Fantasy, Mystery",Wojciech Has,"Zbigniew Cybulski, Iga Cembrzynska, Elzbieta Czyzewska, Gustaw Holoubek",1965
2633,"Mummy, The","Horror, Romance",tt0023245,7.2,20198,0,73,Approved,"Fantasy, Horror",Karl Freund,"Boris Karloff, Zita Johann, David Manners, Arthur Byron",1932
2634,"Mummy, The",Horror,tt0053085,6.8,6876,0,88,Unrated,"Adventure, Horror",Terence Fisher,"Peter Cushing, Christopher Lee, Yvonne Furneaux, Eddie Byrne",1959
2635,"Mummy's Curse, The",Horror,tt0037098,5.7,2101,0,60,Approved,"Action, Fantasy, Horror, Romance, Thriller",Leslie Goodwins,"Lon Chaney Jr, Peter Coe, Virginia Christine, Kay Harding",1944
2636,"Mummy's Ghost, The",Horror,tt0037099,5.8,2086,0,61,Passed,"Fantasy, Horror",Reginald Le Borg,"Lon Chaney Jr, John Carradine, Robert Lowery, Ramsay Ames",1944
2637,"Mummy's Hand, The",Horror,tt0032818,6.2,2895,0,67,Approved,"Adventure, Fantasy, Horror",Christy Cabanne,"Dick Foran, Peggy Moran, Wallace Ford, Eduardo Ciannelli",1940
2638,"Mummy's Tomb, The",Horror,tt0035096,5.8,2281,0,61,PASSED,"Drama, Fantasy, Horror, Mystery, Thriller",Harold Young,"Lon Chaney Jr, Dick Foran, John Hubbard, Elyse Knox",1942
2639,Mommie Dearest,Drama,tt0082766,6.7,12643,55,129,R,"Biography, Drama",Frank Perry,"Faye Dunaway, Diana Scarwid, Steve Forrest, Howard Da Silva",1981
2640,Superman,"Action, Adventure, Sci-Fi",tt0078346,7.3,145588,80,143,PG,"Action, Adventure, Drama, Sci-Fi",Richard Donner,"Marlon Brando, Gene Hackman, Christopher Reeve, Ned Beatty",1978
2641,Superman II,"Action, Adventure, Sci-Fi",tt0081573,6.8,89365,87,127,PG,"Action, Adventure, Sci-Fi","Richard Lester, Richard Donner","Gene Hackman, Christopher Reeve, Ned Beatty, Jackie Cooper",1980
2642,Superman III,"Action, Adventure, Sci-Fi",tt0086393,4.9,58439,44,125,PG,"Action, Comedy, Sci-Fi",Richard Lester,"Christopher Reeve, Richard Pryor, Jackie Cooper, Marc McClure",1983
2643,Superman IV: The Quest for Peace,"Action, Adventure, Sci-Fi",tt0094074,3.7,38686,24,90,PG,"Action, Adventure, Family, Sci-Fi",Sidney J Furie,"Christopher Reeve, Gene Hackman, Jackie Cooper, Marc McClure",1987
2644,Dracula,Horror,tt0021814,7.6,40201,0,75,NOT RATED,"Fantasy, Horror",Tod Browning,"Bela Lugosi, Helen Chandler, David Manners, Dwight Frye",1931
2645,Dracula,Horror,tt0051554,7.4,18388,0,82,Not Rated,Horror,Terence Fisher,"Peter Cushing, Christopher Lee, Michael Gough, Melissa Stribling",1958
2646,House of Dracula,Horror,tt0037793,5.9,4066,0,67,APPROVED,"Fantasy, Horror, Sci-Fi",Erle C Kenton,"Lon Chaney Jr, John Carradine, Martha O'Driscoll, Lionel Atwill",1945
2647,House of Frankenstein,Horror,tt0036931,6.3,5247,0,71,PASSED,"Fantasy, Horror, Sci-Fi",Erle C Kenton,"Boris Karloff, Lon Chaney Jr, J Carrol Naish, John Carradine",1944
2648,Frankenstein,Horror,tt0021884,7.9,57729,0,70,Passed,"Drama, Horror, Sci-Fi",James Whale,"Colin Clive, Mae Clarke, John Boles, Boris Karloff",1931
2649,Son of Frankenstein,Horror,tt0031951,7.2,7150,0,99,APPROVED,"Drama, Horror, Sci-Fi",Rowland V Lee,"Basil Rathbone, Boris Karloff, Bela Lugosi, Lionel Atwill",1939
2650,"Ghost of Frankenstein, The",Horror,tt0034786,6.2,4686,0,67,APPROVED,"Drama, Horror, Sci-Fi",Erle C Kenton,"Lon Chaney Jr, Cedric Hardwicke, Ralph Bellamy, Lionel Atwill",1942
2651,Frankenstein Meets the Wolf Man,Horror,tt0035899,6.6,6616,0,74,APPROVED,"Fantasy, Horror, Sci-Fi",Roy William Neill,"Ilona Massey, Patric Knowles, Lionel Atwill, Bela Lugosi",1943
2652,"Curse of Frankenstein, The",Horror,tt0050280,7.2,8005,0,82,APPROVED,"Horror, Sci-Fi, Thriller",Terence Fisher,"Peter Cushing, Hazel Court, Robert Urquhart, Christopher Lee",1957
2653,Son of Dracula,Horror,tt0036376,6.2,3838,0,80,APPROVED,"Fantasy, Horror",Robert Siodmak,"Robert Paige, Louise Allbritton, Evelyn Ankers, Frank Craven",1943
2654,"Wolf Man, The",Horror,tt0034398,7.4,20316,72,70,NOT RATED,Horror,George Waggner,"Lon Chaney Jr, Claude Rains, Ralph Bellamy, Warren William",1941
2655,Howling II: Your Sister Is a Werewolf,Horror,tt0089308,3.5,5593,0,91,R,"Horror, Thriller",Philippe Mora,"Christopher Lee, Annie McEnroe, Reb Brown, Marsha A Hunt",1985
2656,Tarantula,"Horror, Sci-Fi",tt0048696,6.5,7551,0,80,Approved,"Horror, Sci-Fi",Jack Arnold,"John Agar, Mara Corday, Leo G Carroll, Nestor Paiva",1955
2657,"Rocky Horror Picture Show, The","Comedy, Horror, Musical, Sci-Fi",tt0073629,7.4,120390,58,100,R,"Comedy, Musical",Jim Sharman,"Tim Curry, Susan Sarandon, Barry Bostwick, Richard O'Brien",1975
2658,"Flying Saucer, The",Sci-Fi,tt0042469,3.8,304,0,69,APPROVED,"Sci-Fi, Thriller",Mikel Conrad,"Mikel Conrad, Pat Garrison, Hantz von Teuffen, Earle Lyon",1950
2659,It Came from Hollywood,"Comedy, Documentary",tt0084156,5.8,783,0,80,PG,"Documentary, Comedy","Malcolm Leo, Andrew Solt","Dan Aykroyd, John Candy, Cheech Marin, Tommy Chong",1982
2660,"Thing From Another World, The",Sci-Fi,tt0044121,7.2,22496,0,87,Not Rated,"Horror, Sci-Fi","Christian Nyby, Howard Hawks","Margaret Sheridan, Kenneth Tobey, Robert Cornthwaite, Douglas Spencer",1951
2661,It Came from Outer Space,Sci-Fi,tt0045920,6.6,7272,0,81,Approved,"Horror, Sci-Fi",Jack Arnold,"Richard Carlson, Barbara Rush, Charles Drake, Joe Sawyer",1953
2662,"War of the Worlds, The","Action, Sci-Fi, War",tt0046534,7.2,28996,0,85,G,"Action, Sci-Fi, Thriller",Byron Haskin,"Gene Barry, Ann Robinson, Les Tremayne, Robert Cornthwaite",1953
2663,It Came from Beneath the Sea,Sci-Fi,tt0048215,6.0,4225,0,79,Not Rated,"Horror, Sci-Fi",Robert Gordon,"Kenneth Tobey, Faith Domergue, Donald Curtis, Ian Keith",1955
2664,Invasion of the Body Snatchers,"Horror, Sci-Fi",tt0049366,7.8,39940,92,80,Not Rated,"Drama, Horror, Sci-Fi",Don Siegel,"Kevin McCarthy, Dana Wynter, Larry Gates, King Donovan",1956
2665,Earth Vs. the Flying Saucers,Sci-Fi,tt0049169,6.4,6192,0,83,Unrated,"Action, Sci-Fi",Fred F Sears,"Hugh Marlowe, Joan Taylor, Donald Curtis, Morris Ankrum",1956
2666,It Conquered the World,Sci-Fi,tt0049370,4.9,1711,0,71,APPROVED,"Horror, Sci-Fi, Thriller",Roger Corman,"Peter Graves, Beverly Garland, Lee Van Cleef, Sally Fraser",1956
2667,"Mole People, The",Sci-Fi,tt0049516,4.8,2666,0,77,APPROVED,"Adventure, Fantasy, Horror, Sci-Fi",Virgil W Vogel,"John Agar, Cynthia Patrick, Hugh Beaumont, Alan Napier",1956
2668,Swamp Thing,"Horror, Sci-Fi",tt0084745,5.4,11443,50,91,PG,"Horror, Sci-Fi",Wes Craven,"Louis Jourdan, Adrienne Barbeau, Ray Wise, David Hess",1982
2669,Pork Chop Hill,War,tt0053183,7.1,3598,0,97,APPROVED,"War, Drama, Action",Lewis Milestone,"Gregory Peck, Harry Guardino, Rip Torn, George Peppard",1959
2670,"Run Silent, Run Deep",War,tt0052151,7.4,9129,0,93,Approved,"Action, Drama, War",Robert Wise,"Clark Gable, Burt Lancaster, Jack Warden, Brad Dexter",1958
2671,Notting Hill,"Comedy, Romance",tt0125439,7.1,240538,66,124,PG-13,"Comedy, Drama, Romance",Roger Michell,"Julia Roberts, Hugh Grant, Richard McCabe, Rhys Ifans",1999
2672,"Thirteenth Floor, The","Drama, Sci-Fi, Thriller",tt0139809,7.0,60550,36,100,R,"Mystery, Sci-Fi, Thriller",Josef Rusnak,"Craig Bierko, Armin MuellerStahl, Gretchen Mol, Vincent D'Onofrio",1999
2673,Eternity and a Day (Mia eoniotita ke mia mera ),Drama,tt0156794,7.9,8092,0,137,UNRATED,Drama,Theodoros Angelopoulos,"Bruno Ganz, Isabelle Renauld, Fabrizio Bentivoglio, Achileas Skevis",1998
2674,"Loss of Sexual Innocence, The",Drama,tt0126859,5.4,2998,42,106,R,Drama,Mike Figgis,"Julian Sands, Saffron Burrows, Stefano Dionisi, Kelly Macdonald",1999
2675,Twice Upon a Yesterday,"Comedy, Drama, Romance",tt0138590,6.4,2240,0,91,R,"Comedy, Drama, Fantasy, Romance",Maria Ripoll,"Lena Headey, Douglas Henshall, Penelope Cruz, Gustavo Salmeron",1998
2676,Instinct,"Drama, Thriller",tt0128278,6.6,29955,43,126,R,"Drama, Thriller",Jon Turteltaub,"Anthony Hopkins, Cuba Gooding Jr, Donald Sutherland, Maura Tierney",1999
2677,Buena Vista Social Club,Documentary,tt0186508,7.6,15108,81,105,G,"Documentary, Music",Wim Wenders,"Compay Segundo, Eliades Ochoa, Ry Cooder, Joachim Cooder",1999
2678,Desert Blue,Drama,tt0126261,6.2,2032,0,90,R,Drama,Morgan J Freeman,"Casey Affleck, Brendan Sexton III, Kate Hudson, Christina Ricci",1999
2679,Finding North,"Drama, Romance",tt0124555,6.5,273,0,95,UNRATED,"Comedy, Drama, Romance",Tanya Wexler,"Wendy Makkena, John Benjamin Hickey, Jonathan Walker, Anne Bobby",1999
2680,Floating,Drama,tt0139216,6.7,582,0,90,,"Drama, Romance",William Roth,"Norman Reedus, Chad Lowe, Will Lyman, Sybil Darrow",1997
2681,Free Enterprise,"Comedy, Romance, Sci-Fi",tt0141105,7.0,2992,0,113,R,"Comedy, Romance",Robert Meyer Burnett,"Eric McCormack, Carl Bressler, Ethan Glazer, Phyllis Franklin",1998
2682,Limbo,Drama,tt0164085,7.1,5463,0,126,R,"Adventure, Drama, Thriller",John Sayles,"Michael Laskin, Leo Burmester, Herminio Ramos, Dawn McInturff",1999
2683,Austin Powers: The Spy Who Shagged Me,Comedy,tt0145660,6.6,201099,59,95,PG-13,"Action, Adventure, Comedy, Crime",Jay Roach,"Mike Myers, Heather Graham, Michael York, Robert Wagner",1999
2684,Taxman,"Comedy, Drama",tt0138862,5.5,381,48,104,R,"Action, Comedy, Crime",Avi Nesher,"Joe Pantoliano, Wade Dominguez, Elizabeth Berkley, Michael Chiklis",1999
2685,"Red Dwarf, The (Le Nain rouge)","Comedy, Drama",tt0156820,6.2,193,0,101,R,"Comedy, Drama",Yvan Le Moine,"JeanYves Tual, Anita Ekberg, Dyna Gauzy, Michel Peyrelon",1998
2686,"Red Violin, The (Le Violon rouge)","Drama, Mystery",tt0120802,7.7,29587,57,130,R,"Drama, Music, Mystery, Romance",Francois Girard,"Carlo Cecchi, Irene Grazioli, Anita Laurenzi, Tommaso Puntelli",1998
2687,Tarzan,"Animation, Children's",tt0120855,7.3,176658,79,88,G,"Animation, Adventure, Family, Romance","Chris Buck, Kevin Lima","Brian Blessed, Glenn Close, Minnie Driver, Tony Goldwyn",1999
2688,"General's Daughter, The","Drama, Thriller",tt0144214,6.3,48048,47,116,R,"Crime, Drama, Mystery, Thriller",Simon West,"John Travolta, Madeleine Stowe, James Cromwell, Timothy Hutton",1999
2689,Get Bruce,Documentary,tt0184510,6.0,575,61,82,R,Documentary,Andrew J Kuehn,"Whoopi Goldberg, Bette Midler, Robin Williams, Nathan Lane",1999
2690,"Ideal Husband, An",Comedy,tt0122541,6.9,14212,67,97,PG-13,"Comedy, Romance",Oliver Parker,"Peter Vaughan, Rupert Everett, Minnie Driver, Cate Blanchett",1999
2691,"Legend of 1900, The (Leggenda del pianista sull'oceano)",Drama,tt0120731,8.1,50701,58,170,R,"Drama, Music, Romance",Giuseppe Tornatore,"Tim Roth, Pruitt Taylor Vince, Bill Nunn, Clarence Williams III",1998
2692,Run Lola Run (Lola rennt),"Action, Crime, Romance",tt0130827,7.7,177599,77,80,R,"Crime, Drama, Thriller",Tom Tykwer,"Franka Potente, Moritz Bleibtreu, Herbert Knaup, Nina Petri",1998
2693,Trekkies,Documentary,tt0120370,6.9,4630,64,86,PG,"Documentary, Comedy",Roger Nygard,"Denise Crosby, Barbara Adams, Denis Bourguignon, David Greenstein",1997
2694,Big Daddy,Comedy,tt0142342,6.4,182458,41,93,PG-13,"Comedy, Drama",Dennis Dugan,"Adam Sandler, Joey Lauren Adams, Jon Stewart, Cole Sprouse",1999
2695,"Boys, The",Drama,tt0124212,7.9,66,0,80,X,Adult,Brad Armstrong,"Janine Lindemulder, Dyanna Lauren, Jenteal, Nikki Tyler",1997
2696,"Dinner Game, The (Le Dner de cons)",Comedy,tt0119038,7.7,33570,73,80,PG-13,Comedy,Francis Veber,"Thierry Lhermitte, Jacques Villeret, Francis Huster, Daniel Prevost",1998
2697,My Son the Fanatic,"Comedy, Drama, Romance",tt0119743,7.0,1480,0,87,R,"Comedy, Drama, Romance",Udayan Prasad,"Om Puri, Rachel Griffiths, Akbar Kurtha, Stellan Skarsgard",1998
2698,Zone 39,Sci-Fi,tt0120554,4.7,228,0,95,NOT RATED,Sci-Fi,John Tatoulis,"Peter Phelps, Carolyn Bock, William Zappa, Bradley Byquar",1997
2699,Arachnophobia,"Action, Comedy, Sci-Fi, Thriller",tt0099052,6.4,57379,67,109,PG-13,"Comedy, Fantasy, Horror, Thriller",Frank Marshall,"Jeff Daniels, Harley Jane Kozak, John Goodman, Julian Sands",1990
2700,"South Park: Bigger, Longer and Uncut","Animation, Comedy",tt0158983,7.8,180244,73,81,R,"Animation, Comedy, Fantasy, Musical",Trey Parker,"Trey Parker, Matt Stone, Mary Kay Bergman, Isaac Hayes",1999
2701,Wild Wild West,"Action, Sci-Fi, Western",tt0120891,4.9,143127,38,106,PG-13,"Action, Comedy, Sci-Fi, Western",Barry Sonnenfeld,"Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek",1999
2702,Summer of Sam,Drama,tt0162677,6.6,33781,67,142,R,"Crime, Drama, Romance, Thriller",Spike Lee,"John Leguizamo, Adrien Brody, Mira Sorvino, Jennifer Esposito",1999
2703,Broken Vessels,Drama,tt0149964,6.6,568,0,90,R,Drama,Scott Ziehl,"Todd Field, Jason London, Roxana Zal, Susan Traylor",1998
2704,"Lovers on the Bridge, The (Les Amants du Pont-Neuf)","Drama, Romance",tt0101318,7.6,10330,0,125,R,"Drama, Romance",Leos Carax,"Juliette Binoche, Denis Lavant, Daniel Buain, KlausMichael Gruber",1991
2705,"Late August, Early September (Fin aot, dbut septembre)",Drama,tt0167925,7.1,1229,0,112,,"Drama, Romance",Olivier Assayas,"Mathieu Amalric, Virginie Ledoyen, Francois Cluzet, Jeanne Balibar",1998
2706,American Pie,Comedy,tt0163651,7.0,347082,58,95,R,Comedy,"Paul Weitz, Chris Weitz","Jason Biggs, Jennifer Coolidge, Shannon Elizabeth, Alyson Hannigan",1999
2707,Arlington Road,Thriller,tt0137363,7.2,75932,65,117,R,"Crime, Drama, Thriller",Mark Pellington,"Jeff Bridges, Tim Robbins, Joan Cusack, Hope Davis",1999
2708,"Autumn Tale, An (Conte d'automne)",Romance,tt0137439,7.6,3691,81,112,PG,"Drama, Romance",Eric Rohmer,"Marie Riviere, Beatrice Romand, Alain Libolt, Didier Sandre",1998
2709,Muppets From Space,"Children's, Comedy",tt0158811,6.3,16637,53,87,G,"Adventure, Comedy, Family, Fantasy, Sci-Fi",Tim Hill,"Dave Goelz, Steve Whitmire, Bill Barretta, Jerry Nelson",1999
2710,"Blair Witch Project, The",Horror,tt0185937,6.4,213687,81,81,R,"Horror, Mystery","Daniel Myrick, Eduardo Sanchez","Heather Donahue, Joshua Leonard, Michael C Williams, Bob Griffin",1999
2711,My Life So Far,Drama,tt0120899,6.5,2622,0,98,PG-13,"Biography, Comedy, Drama",Hugh Hudson,"Colin Firth, Rosemary Harris, Irene Jacob, Mary Elizabeth Mastrantonio",1999
2712,Eyes Wide Shut,Drama,tt0120663,7.4,268346,68,159,R,"Drama, Mystery, Thriller",Stanley Kubrick,"Tom Cruise, Nicole Kidman, Madison Eginton, Jackie Sawiris",1999
2713,Lake Placid,"Horror, Thriller",tt0139414,5.7,49265,34,82,R,"Action, Comedy, Horror",Steve Miner,"Bill Pullman, Bridget Fonda, Oliver Platt, Brendan Gleeson",1999
2714,"Wood, The",Drama,tt0161100,7.0,7499,52,106,R,"Comedy, Drama, Romance",Rick Famuyiwa,"Elayn J Taylor, Omar Epps, Richard T Jones, Sean Nelson",1999
2715,"Velocity of Gary, The","Comedy, Romance",tt0120878,5.0,1608,0,100,R,"Comedy, Drama, Romance",Dan Ireland,"Vincent D'Onofrio, Salma Hayek, Thomas Jane, Olivia d'Abo",1998
2716,Ghostbusters,"Comedy, Horror",tt0087332,7.8,317611,71,105,PG,"Action, Comedy, Fantasy",Ivan Reitman,"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis",1984
2717,Ghostbusters II,"Comedy, Horror",tt0097428,6.5,165245,56,108,PG,"Action, Comedy, Fantasy, Sci-Fi",Ivan Reitman,"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis",1989
2718,Drop Dead Gorgeous,Comedy,tt0157503,6.6,29461,28,97,PG-13,"Comedy, Romance, Thriller",Michael Patrick Jann,"Kirsten Dunst, Ellen Barkin, Allison Janney, Denise Richards",1999
2719,"Haunting, The","Horror, Thriller",tt0171363,4.9,65993,42,113,PG-13,"Fantasy, Horror, Mystery, Thriller",Jan de Bont,"Liam Neeson, Catherine ZetaJones, Owen Wilson, Lili Taylor",1999
2720,Inspector Gadget,"Action, Adventure, Children's, Comedy",tt0141369,4.1,41138,36,78,PG,"Action, Adventure, Comedy, Family, Sci-Fi",David Kellogg,"Matthew Broderick, Rupert Everett, Joely Fisher, Michelle Trachtenberg",1999
2721,Trick,Romance,tt0162710,7.2,7686,0,89,R,"Comedy, Music, Romance",Jim Fall,"Tori Spelling, Christian Campbell, John Paul Pitoc, Brad Beyer",1999
2722,Deep Blue Sea,"Action, Sci-Fi, Thriller",tt0149261,5.8,113523,54,105,R,"Action, Sci-Fi, Thriller",Renny Harlin,"Thomas Jane, Saffron Burrows, Samuel L Jackson, Jacqueline McKenzie",1999
2723,Mystery Men,"Action, Adventure, Comedy",tt0132347,6.1,58104,65,121,PG-13,"Action, Comedy, Fantasy, Sci-Fi",Kinka Usher,"Hank Azaria, Janeane Garofalo, William H Macy, Kel Mitchell",1999
2724,Runaway Bride,"Comedy, Romance",tt0163187,5.5,85925,39,116,PG,"Comedy, Romance",Garry Marshall,"Julia Roberts, Richard Gere, Joan Cusack, Hector Elizondo",1999
2725,Twin Falls Idaho,Drama,tt0162830,7.3,3539,71,111,R,Drama,Michael Polish,"Mark Polish, Michael Polish, Michele Hicks, Jon Gries",1999
2726,"Killing, The","Crime, Film-Noir",tt0049406,8.0,72201,0,84,Not Rated,"Crime, Drama, Film-Noir, Thriller",Stanley Kubrick,"Sterling Hayden, Coleen Gray, Vince Edwards, Jay C Flippen",1956
2727,Killer's Kiss,Film-Noir,tt0048254,6.7,18660,0,67,Not Rated,"Crime, Drama, Film-Noir, Thriller",Stanley Kubrick,"Frank Silvera, Jamie Smith, Irene Kane, Jerry Jarrett",1955
2728,Spartacus,Drama,tt0054331,7.9,111543,87,197,PG-13,"Adventure, Biography, Drama, History, War",Stanley Kubrick,"Kirk Douglas, Laurence Olivier, Jean Simmons, Charles Laughton",1960
2729,Lolita,Drama,tt0056193,7.6,80978,0,153,Not Rated,"Crime, Drama, Romance",Stanley Kubrick,"James Mason, Shelley Winters, Sue Lyon, Gary Cockrell",1962
2730,Barry Lyndon,Drama,tt0072684,8.1,129538,0,185,PG,"Adventure, Drama, History, War",Stanley Kubrick,"Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy Kruger",1975
735,Cemetery Man (Dellamorte Dellamore),"Comedy, Horror",tt0109592,7.2,18257,0,105,R,"Comedy, Horror",Michele Soavi,"Rupert Everett, Francois HadjiLazaro, Anna Falchi, Mickey Knox",1994
736,Twister,"Action, Adventure, Romance, Thriller",tt0117998,6.3,160160,68,113,PG-13,"Action, Adventure, Drama, Thriller",Jan de Bont,"Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz",1996
737,Barb Wire,"Action, Sci-Fi",tt0115624,3.3,22978,40,98,R,"Action, Sci-Fi",David Hogan,"Amir AboulEla, Adriana Alexander, David Andriole, Vanessa Lee Asher",1996
738,"Garcu, Le",Drama,tt0113145,6.8,405,0,102,,Drama,Maurice Pialat,"Gerard Depardieu, Geraldine Pailhas, Antoine Pialat, Dominique Rocheteau",1995
739,Honigmond,Comedy,tt0116559,4.2,44,0,92,,Comedy,Gabriel Barylli,"Veronica Ferres, Anica Dobra, Julia Stemberger, Kai Wiesinger",1996
741,Ghost in the Shell (Kokaku kidotai),"Animation, Sci-Fi",tt0113568,8.0,112970,76,83,Not Rated,"Animation, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",Mamoru Oshii,"Atsuko Tanaka, Akio Otsuka, Koichi Yamadera, Yutaka Nakano",1995
742,Thinner,"Horror, Thriller",tt0117894,5.7,24553,33,93,R,"Fantasy, Horror",Tom Holland,"Robert John Burke, Lucinda Jenney, Bethany Joy Lenz, Time Winters",1996
743,Spy Hard,Comedy,tt0117723,5.3,33584,25,81,PG-13,"Action, Comedy",Rick Friedberg,"Leslie Nielsen, Nicollette Sheridan, Charles Durning, Marcia Gay Harden",1996
744,Brothers in Trouble,Drama,tt0112586,6.8,124,0,102,,"Comedy, Drama",Udayan Prasad,"Om Puri, Pavan Malhotra, Angeline Ball, Ace Bhatti",1995
745,"Close Shave, A","Animation, Comedy, Thriller",tt0112691,8.2,35143,0,30,Not Rated,"Animation, Short, Comedy, Crime, Family",Nick Park,"Peter Sallis, Anne Reid",1995
746,Force of Evil,Film-Noir,tt0040366,7.4,4947,0,79,NOT RATED,"Crime, Drama, Film-Noir",Abraham Polonsky,"John Garfield, Thomas Gomez, Marie Windsor, Howland Chamberlain",1948
747,"Stupids, The",Comedy,tt0117768,4.2,6027,0,94,PG,"Adventure, Comedy",John Landis,"Tom Arnold, Jessica Lundy, Bug Hall, Alex McKenna",1996
748,"Arrival, The","Action, Sci-Fi, Thriller",tt0115571,6.3,29135,56,115,PG-13,"Sci-Fi, Thriller",David Twohy,"Charlie Sheen, Lindsay Crouse, Richard Schiff, Shane",1996
749,"Man from Down Under, The",Drama,tt0031612,6.2,164,0,103,,"Action, Comedy, Drama, War",Robert Z Leonard,"Charles Laughton, Binnie Barnes, Richard Carlson, Donna Reed",1943
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Sci-Fi, War",tt0057012,8.4,407153,96,95,PG,Comedy,Stanley Kubrick,"Peter Sellers, George C Scott, Sterling Hayden, Keenan Wynn",1963
751,Careful,Comedy,tt0103926,7.1,1575,62,100,NOT RATED,"Comedy, Drama, Romance",Guy Maddin,"Kyle McCulloch, Gosia Dobrowolska, Sarah Neville, Brent Neale",1992
752,Vermont Is For Lovers,"Comedy, Romance",tt0105737,7.0,22,0,88,,Comedy,John O'Brien,"George Thrush, Marya Cohn, Ann O'Brien, Euclid Farnham",1992
753,"Month by the Lake, A","Comedy, Drama",tt0113849,6.4,1911,0,92,PG,"Comedy, Drama, Romance",John Irvin,"Vanessa Redgrave, Edward Fox, Uma Thurman, Alida Valli",1995
754,Gold Diggers: The Secret of Bear Mountain,"Adventure, Children's",tt0113188,6.0,3748,0,93,PG,"Adventure, Drama, Family, Mystery",Kevin James Dobson,"Christina Ricci, Anna Chlumsky, Polly Draper, Brian Kerwin",1995
755,Kim,"Children's, Drama",tt0042644,6.6,1587,0,113,APPROVED,"Adventure, Drama, Family",Victor Saville,"Errol Flynn, Dean Stockwell, Paul Lukas, Robert Douglas",1950
756,Carmen Miranda: Bananas Is My Business,Documentary,tt0109381,7.8,210,0,91,,"Documentary, Biography, Music",Helena Solberg,"Cynthia Adler, Eric Barreto, Mario Cunha, Alice Faye",1994
757,Ashes of Time,Drama,tt0109688,7.2,11559,69,100,R,"Action, Drama",KarWai Wong,"Brigitte Lin, Leslie Cheung, Maggie Cheung, Tony ChiuWai Leung",1994
758,"Jar, The (Khomreh)",Drama,tt0104606,7.2,224,0,86,,Drama,Ebrahim Forouzesh,"Behzad Khodaveisi, Fatemeh Azrah, Abbas Khavaninzadeh, Hassein Balai",1992
759,Maya Lin: A Strong Clear Vision,Documentary,tt0110480,7.4,375,0,105,,"Documentary, Biography",Freida Lee Mock,Maya Lin,1994
760,Stalingrad,War,tt0108211,7.5,27551,0,134,Not Rated,"Drama, War",Joseph Vilsmaier,"Dominique Horwitz, Thomas Kretschmann, Jochen Nickel, Sebastian Rudolph",1993
761,"Phantom, The",Adventure,tt0117331,4.9,30228,0,100,PG,"Action, Adventure, Comedy, Fantasy",Simon Wincer,"Billy Zane, Kristy Swanson, Treat Williams, Catherine ZetaJones",1996
762,Striptease,"Comedy, Crime",tt0117765,4.4,39414,0,115,R,"Comedy, Crime, Drama, Thriller",Andrew Bergman,"Demi Moore, Burt Reynolds, Armand Assante, Ving Rhames",1996
763,"Last of the High Kings, The (a.k.a. Summer Fling)",Drama,tt0116833,6.3,1652,0,104,R,"Comedy, Drama",David Keating,"Catherine O'Hara, Jared Leto, Christina Ricci, Gabriel Byrne",1996
764,Heavy,"Drama, Romance",tt0113280,6.9,4103,75,105,R,"Drama, Romance",James Mangold,"Pruitt Taylor Vince, Shelley Winters, Liv Tyler, Debbie Harry",1995
765,Jack,"Comedy, Drama",tt0116669,5.8,52050,31,113,PG-13,"Comedy, Drama, Fantasy",Francis Ford Coppola,"Robin Williams, Diane Lane, Brian Kerwin, Jennifer Lopez",1996
766,I Shot Andy Warhol,Drama,tt0116594,6.6,5992,75,103,R,"Biography, Drama",Mary Harron,"Lili Taylor, Jared Harris, Martha Plimpton, Lothaire Bluteau",1996
